# l C_l D_l
1.884000000000000000e+03 4.626615844727595572e+02 2.615024881605847776e+08
1.885000000000000000e+03 4.526559806100462993e+02 2.561187876136256754e+08
1.886000000000000000e+03 4.427529420717558537e+02 2.507813153601738513e+08
1.887000000000000000e+03 4.329538442342750386e+02 2.454910265214972198e+08
1.888000000000000000e+03 4.232600096239131062e+02 2.402488497224718630e+08
1.889000000000000000e+03 4.136727077935181001e+02 2.350556868669612110e+08
1.890000000000000000e+03 4.041931552237592200e+02 2.299124129265274405e+08
1.891000000000000000e+03 3.948225152490892924e+02 2.248198757425872982e+08
1.892000000000000000e+03 3.855618980081926566e+02 2.197788958420037329e+08
1.893000000000000000e+03 3.764123604188945933e+02 2.147902662662034035e+08
1.894000000000000000e+03 3.673749061773764879e+02 2.098547524138333201e+08
1.895000000000000000e+03 3.584504857816506274e+02 2.049730918970329165e+08
1.896000000000000000e+03 3.496399965790554347e+02 2.001459944112872481e+08
1.897000000000000000e+03 3.409442828377223123e+02 1.953741416189350486e+08
1.898000000000000000e+03 3.323641358418586833e+02 1.906581870463435352e+08
1.899000000000000000e+03 3.239002940105901303e+02 1.859987559947048128e+08
1.900000000000000000e+03 3.155534430403346846e+02 1.813964454645374715e+08
1.901000000000000000e+03 3.073242160703869672e+02 1.768518240938091278e+08
1.902000000000000000e+03 2.992131938716415220e+02 1.723654321097385585e+08
1.903000000000000000e+03 2.912209050581401470e+02 1.679377812941942215e+08
1.904000000000000000e+03 2.833478263213100377e+02 1.635693549627113044e+08
1.905000000000000000e+03 2.755943826866690074e+02 1.592606079570949078e+08
1.906000000000000000e+03 2.679609477926821910e+02 1.550119666515242755e+08
1.907000000000000000e+03 2.604478441916498923e+02 1.508238289721839428e+08
1.908000000000000000e+03 2.530553436722746028e+02 1.466965644303136468e+08
1.909000000000000000e+03 2.457836676037036341e+02 1.426305141686526537e+08
1.910000000000000000e+03 2.386329873007435367e+02 1.386259910211958289e+08
1.911000000000000000e+03 2.316034244100219723e+02 1.346832795862234533e+08
1.912000000000000000e+03 2.246950513167275290e+02 1.308026363124811053e+08
1.913000000000000000e+03 2.179078915717014695e+02 1.269842895984687954e+08
1.914000000000000000e+03 2.112419203385757953e+02 1.232284399047496021e+08
1.915000000000000000e+03 2.046970648605710039e+02 1.195352598791415244e+08
1.916000000000000000e+03 1.982732049467455226e+02 1.159048944947570711e+08
1.917000000000000000e+03 1.919701734772611985e+02 1.123374612007222325e+08
1.918000000000000000e+03 1.857877569274257894e+02 1.088330500855192095e+08
1.919000000000000000e+03 1.797256959100785139e+02 1.053917240527821183e+08
1.920000000000000000e+03 1.737836857360340161e+02 1.020135190094607174e+08
1.921000000000000000e+03 1.679613769922244160e+02 9.869844406622089446e+07
1.922000000000000000e+03 1.622583761371102185e+02 9.544648174990954995e+07
1.923000000000000000e+03 1.566742461130862409e+02 9.225758822800005972e+07
1.924000000000000000e+03 1.512085069754232904e+02 8.913169354482457042e+07
1.925000000000000000e+03 1.458606365374067764e+02 8.606870186946815252e+07
1.926000000000000000e+03 1.406300710312681588e+02 8.306849175516013801e+07
1.927000000000000000e+03 1.355162057845162167e+02 8.013091641000173986e+07
1.928000000000000000e+03 1.305183959112678735e+02 7.725580397886444628e+07
1.929000000000000000e+03 1.256359570181625003e+02 7.444295783628071845e+07
1.930000000000000000e+03 1.208681659244821418e+02 7.169215689017125964e+07
1.931000000000000000e+03 1.162142613959951092e+02 6.900315589618751407e+07
1.932000000000000000e+03 1.116734448921808251e+02 6.637568578253028542e+07
1.933000000000000000e+03 1.072448813263547578e+02 6.380945398502067477e+07
1.934000000000000000e+03 1.029276998382666335e+02 6.130414479222958535e+07
1.935000000000000000e+03 9.872099457877786222e+01 5.885941970048984885e+07
1.936000000000000000e+03 9.462382550613138221e+01 5.647491777855769545e+07
1.937000000000000000e+03 9.063521919340189470e+01 5.415025604173253477e+07
1.938000000000000000e+03 8.675416964666325725e+01 5.188502983521184325e+07
1.939000000000000000e+03 8.297963913345290621e+01 4.967881322648102790e+07
1.940000000000000000e+03 7.931055902103705080e+01 4.753115940649113804e+07
1.941000000000000000e+03 7.574583062405878309e+01 4.544160109942150116e+07
1.942000000000000000e+03 7.228432606111343262e+01 4.340965098079986870e+07
1.943000000000000000e+03 6.892488911974872678e+01 4.143480210372232646e+07
1.944000000000000000e+03 6.566633612949094356e+01 3.951652833297520131e+07
1.945000000000000000e+03 6.250745684237551103e+01 3.765428478678543121e+07
1.946000000000000000e+03 5.944701532056712523e+01 3.584750828598741442e+07
1.947000000000000000e+03 5.648375083055751844e+01 3.409561781033413112e+07
1.948000000000000000e+03 5.361637874350632416e+01 3.239801496172433719e+07
1.949000000000000000e+03 5.084359144125468788e+01 3.075408443409410492e+07
1.950000000000000000e+03 4.816405922751107482e+01 2.916319448970012739e+07
1.951000000000000000e+03 4.557643124378704158e+01 2.762469744156756997e+07
1.952000000000000000e+03 4.307933638957317157e+01 2.613793014181980863e+07
1.953000000000000000e+03 4.067138424630748261e+01 2.470221447564272210e+07
1.954000000000000000e+03 3.835116600465899239e+01 2.331685786061606184e+07
1.955000000000000000e+03 3.611725539465992085e+01 2.198115375114849210e+07
1.956000000000000000e+03 3.396820961821610041e+01 2.069438214774842933e+07
1.957000000000000000e+03 3.190257028352638358e+01 1.945581011086103693e+07
1.958000000000000000e+03 2.991886434095711778e+01 1.826469227900882810e+07
1.959000000000000000e+03 2.801560501987966489e+01 1.712027139094788209e+07
1.960000000000000000e+03 2.619129276604019196e+01 1.602177881158648990e+07
1.961000000000000000e+03 2.444441617897680530e+01 1.496843506137800403e+07
1.962000000000000000e+03 2.277345294902573514e+01 1.395945034891336598e+07
1.963000000000000000e+03 2.117687079347567192e+01 1.299402510644727014e+07
1.964000000000000000e+03 1.965312839139115653e+01 1.207135052806622349e+07
1.965000000000000000e+03 1.820067631667597041e+01 1.119060911023513786e+07
1.966000000000000000e+03 1.681795796890106942e+01 1.035097519442836195e+07
1.967000000000000000e+03 1.550341050147588540e+01 9.551615511582093313e+06
1.968000000000000000e+03 1.425546574670147493e+01 8.791689728078136221e+06
1.969000000000000000e+03 1.307255113726693807e+01 8.070350992980752140e+06
1.970000000000000000e+03 1.195309062376376019e+01 7.386746486254322343e+06
1.971000000000000000e+03 1.089550558777117573e+01 6.740017967674057931e+06
1.972000000000000000e+03 9.898215750091518217e+00 6.129302326155686751e+06
1.973000000000000000e+03 8.959640073707131336e+00 5.553732129223342985e+06
1.974000000000000000e+03 8.078197661044473676e+00 5.012436172341411002e+06
1.975000000000000000e+03 7.252308645117093278e+00 4.504540027825254947e+06
1.976000000000000000e+03 6.480395074151848789e+00 4.029166593063920271e+06
1.977000000000000000e+03 5.760881789280705156e+00 3.585436637772084214e+06
1.978000000000000000e+03 5.092197294898886284e+00 3.172469349997916725e+06
1.979000000000000000e+03 4.472774621299907771e+00 2.789382880617474671e+06
1.980000000000000000e+03 3.901052179187687319e+00 2.435294886037786026e+06
1.981000000000000000e+03 3.375474605689903207e+00 2.109323068843702786e+06
1.982000000000000000e+03 2.894493601484239509e+00 1.810585716113745468e+06
1.983000000000000000e+03 2.456568758673676633e+00 1.538202235143526224e+06
1.984000000000000000e+03 2.060168379037567110e+00 1.291293686307477532e+06
1.985000000000000000e+03 1.703770282297963234e+00 1.068983312795660459e+06
1.986000000000000000e+03 1.385862604051224523e+00 8.703970669671286596e+05
1.987000000000000000e+03 1.104944583011774784e+00 6.946641330574890599e+05
1.988000000000000000e+03 8.595273372298563030e-01 5.409174459858445916e+05
1.989000000000000000e+03 6.481346289474561040e-01 4.082942060059619253e+05
1.990000000000000000e+03 4.693036177666438102e-01 2.959363889510533772e+05
1.991000000000000000e+03 3.215856018071656663e-01 2.029912518214536831e+05
1.992000000000000000e+03 2.035467465426644973e-01 1.286118334706450114e+05
1.993000000000000000e+03 1.137688010089194790e-01 7.195745014594169334e+04
1.994000000000000000e+03 5.084980108445822516e-02 3.219418564288823836e+04
1.995000000000000000e+03 1.340475955474453029e-02 8.495375837664780192e+03
1.996000000000000000e+03 6.634267508562020031e-05 4.208736271095065717e+01
1.997000000000000000e+03 9.485532957846178753e-03 6.023590195844951268e+03
1.998000000000000000e+03 4.033227791593012312e-02 2.563782393568939733e+04
1.999000000000000000e+03 9.129612450342826369e-02 5.809185754041516338e+04
2.000000000000000000e+03 1.610868390014813245e-01 1.026023423099245265e+05
2.001000000000000000e+03 2.484350121067975259e-01 1.583959578961705556e+05
2.002000000000000000e+03 3.520926489869455334e-01 2.247098511292069743e+05
2.003000000000000000e+03 4.708337440764183146e-01 3.007920674515375867e+05
2.004000000000000000e+03 6.034548403949259177e-01 3.859019747568169842e+05
2.005000000000000000e+03 7.487755731780690871e-01 4.793106794332704158e+05
2.006000000000000000e+03 9.056391976192451621e-01 5.803014344165620860e+05
2.007000000000000000e+03 1.072913100530157982e+00 6.881700390611414332e+05
2.008000000000000000e+03 1.249489295736287309e+00 8.022252306437358493e+05
2.009000000000000000e+03 1.434284903030800251e+00 9.217890673161557643e+05
2.010000000000000000e+03 1.626242610523129350e+00 1.046197302331730141e+06
2.011000000000000000e+03 1.824331120221430957e+00 1.174799749370626174e+06
2.012000000000000000e+03 2.027545576702280083e+00 1.306960638797452440e+06
2.013000000000000000e+03 2.234907978728088551e+00 1.442058964688247070e+06
2.014000000000000000e+03 2.445467573679112494e+00 1.579488822467202321e+06
2.015000000000000000e+03 2.658301234680632064e+00 1.718659737001514761e+06
2.016000000000000000e+03 2.872513820311033861e+00 1.858996981005312409e+06
2.017000000000000000e+03 3.087238516787640386e+00 1.999941883610066026e+06
2.018000000000000000e+03 3.301637162533919589e+00 2.140952128962617833e+06
2.019000000000000000e+03 3.514900555045143538e+00 2.281502044720019680e+06
2.020000000000000000e+03 3.726248739972899848e+00 2.421082880311964080e+06
2.021000000000000000e+03 3.934931282361555205e+00 2.559203074849272147e+06
2.022000000000000000e+03 4.140227519979936766e+00 2.695388514563031960e+06
2.023000000000000000e+03 4.341446798695222320e+00 2.829182779660939705e+06
2.024000000000000000e+03 4.537928689851878694e+00 2.960147380497321021e+06
2.025000000000000000e+03 4.729043189621112475e+00 3.087861982954646461e+06
2.026000000000000000e+03 4.914190900301123044e+00 3.211924622943737078e+06
2.027000000000000000e+03 5.092803193552544627e+00 3.331951909932251554e+06
2.028000000000000000e+03 5.264342355564474829e+00 3.447579219418019522e+06
2.029000000000000000e+03 5.428301714157651503e+00 3.558460874270929024e+06
2.030000000000000000e+03 5.584205747834872113e+00 3.664270314869256690e+06
2.031000000000000000e+03 5.731610176802780288e+00 3.764700257965441328e+06
2.032000000000000000e+03 5.870102035995413026e+00 3.859462844220386352e+06
2.033000000000000000e+03 5.999299730138837106e+00 3.948289774351248518e+06
2.034000000000000000e+03 6.118853070904534341e+00 4.030932433843214996e+06
2.035000000000000000e+03 6.228443296210415703e+00 4.107162006183240097e+06
2.036000000000000000e+03 6.327783071732753228e+00 4.176769574576777872e+06
2.037000000000000000e+03 6.416616474703955575e+00 4.239566212116411887e+06
2.038000000000000000e+03 6.494718960079446823e+00 4.295383060377000831e+06
2.039000000000000000e+03 6.561897309162750602e+00 4.344071396416141652e+06
2.040000000000000000e+03 6.617989560789700576e+00 4.385502688166834414e+06
2.041000000000000000e+03 6.662864925177340858e+00 4.419568638212735765e+06
2.042000000000000000e+03 6.696423680555218638e+00 4.446181215944817290e+06
2.043000000000000000e+03 6.718597052700141070e+00 4.465272678100912832e+06
2.044000000000000000e+03 6.729347077507805253e+00 4.476795577698390931e+06
2.045000000000000000e+03 6.728666446739738127e+00 4.480722761374011636e+06
2.046000000000000000e+03 6.716578337093193518e+00 4.477047355151781812e+06
2.047000000000000000e+03 6.693136222747876118e+00 4.465782738664359786e+06
2.048000000000000000e+03 6.658423671553562961e+00 4.446962507861066610e+06
2.049000000000000000e+03 6.612554125026444574e+00 4.420640426238736138e+06
2.050000000000000000e+03 6.555670662332851784e+00 4.386890364639657550e+06
2.051000000000000000e+03 6.487945748444267302e+00 4.345806229665130377e+06
2.052000000000000000e+03 6.409580966654970346e+00 4.297501880758990534e+06
2.053000000000000000e+03 6.320806735661181008e+00 4.242111036021343432e+06
2.054000000000000000e+03 6.221882011406903779e+00 4.179787166817928664e+06
2.055000000000000000e+03 6.113093973908621415e+00 4.110703381256110501e+06
2.056000000000000000e+03 5.994757699277884377e+00 4.035052296604149044e+06
2.057000000000000000e+03 5.867215817166475667e+00 3.953045900735174771e+06
2.058000000000000000e+03 5.730838153866593565e+00 3.864915402683602646e+06
2.059000000000000000e+03 5.586021361303020072e+00 3.770911072405843064e+06
2.060000000000000000e+03 5.433188532162206208e+00 3.671302069843676407e+06
2.061000000000000000e+03 5.272788801406750103e+00 3.566376263392211869e+06
2.062000000000000000e+03 5.105296934432661082e+00 3.456440037881565280e+06
2.063000000000000000e+03 4.931212902129447961e+00 3.341818092184419278e+06
2.064000000000000000e+03 4.751061443109763971e+00 3.222853226567416452e+06
2.065000000000000000e+03 4.565391613382385749e+00 3.099906119910405017e+06
2.066000000000000000e+03 4.374776323743732043e+00 2.973355096919852775e+06
2.067000000000000000e+03 4.179811865172274210e+00 2.843595885470303241e+06
2.068000000000000000e+03 3.981117422511503356e+00 2.711041364210034255e+06
2.069000000000000000e+03 3.779334576735457141e+00 2.576121300574158318e+06
2.070000000000000000e+03 3.575126796091282699e+00 2.439282079350167885e+06
2.071000000000000000e+03 3.369178916421334158e+00 2.300986421947869938e+06
2.072000000000000000e+03 3.162196610970497979e+00 2.161713096529318020e+06
2.073000000000000000e+03 2.954905849985934196e+00 2.021956619156912901e+06
2.074000000000000000e+03 2.748052350425671531e+00 1.882226946125683608e+06
2.075000000000000000e+03 2.542401016090096277e+00 1.743049157645714469e+06
2.076000000000000000e+03 2.338735368499845091e+00 1.604963133048745571e+06
2.077000000000000000e+03 2.137856968841561844e+00 1.468523217693198472e+06
2.078000000000000000e+03 1.940584831310686820e+00 1.334297881748789456e+06
2.079000000000000000e+03 1.747754828181755871e+00 1.202869371044464642e+06
2.080000000000000000e+03 1.560219086937606248e+00 1.074833350165692391e+06
2.081000000000000000e+03 1.378845379796390436e+00 9.507985379940095590e+05
2.082000000000000000e+03 1.204516505972658136e+00 8.313863358816187829e+05
2.083000000000000000e+03 1.038129667014956903e+00 7.172304486598275835e+05
2.084000000000000000e+03 8.805958355626725131e-01 6.089764986820605118e+05
2.085000000000000000e+03 7.328391178674109607e-01 5.072816331057174248e+05
2.086000000000000000e+03 5.957961104265315777e-01 4.128141246205301140e+05
2.087000000000000000e+03 4.704152510767995454e-01 3.262529658331039245e+05
2.088000000000000000e+03 3.576561649000824517e-01 2.482874575218807149e+05
2.089000000000000000e+03 2.584890052906183566e-01 1.796167909769139660e+05
2.090000000000000000e+03 1.738937905391659267e-01 1.209496246446828882e+05
2.091000000000000000e+03 1.048597362861111715e-01 7.300365529776952462e+04
2.092000000000000000e+03 5.238458419886353468e-02 3.650518395332810178e+04
2.093000000000000000e+03 1.747392722929568334e-02 1.218867676642739934e+04
2.094000000000000000e+03 1.140531806310948531e-03 7.963211257421348819e+02
2.095000000000000000e+03 4.403657320108047765e-03 3.077577181971239952e+03
2.096000000000000000e+03 2.828837325424232718e-02 1.978872504090806979e+04
2.097000000000000000e+03 7.382487432157076868e-02 5.169240785495637101e+04
2.098000000000000000e+03 1.420477939602685924e-01 9.955717104883783031e+04
2.099000000000000000e+03 2.339955165451128305e-01 1.641569979164268007e+05
2.100000000000000000e+03 3.507094886691576319e-01 2.462708418274832075e+05
2.101000000000000000e+03 4.932335298504959553e-01 3.466821552846405539e+05
2.102000000000000000e+03 6.626131430163131331e-01 4.661784160711450386e+05
2.103000000000000000e+03 8.598948251180015268e-01 6.055506507328249281e+05
2.104000000000000000e+03 1.086125378226427074e+00 7.655929556363627780e+05
2.105000000000000000e+03 1.342351221459583854e+00 9.471020158500378020e+05
2.106000000000000000e+03 1.629617704087616747e+00 1.150876622089871438e+06
2.107000000000000000e+03 1.948968420163515125e+00 1.377717185978319263e+06
2.108000000000000000e+03 2.301444525024426646e+00 1.628425253862157231e+06
2.109000000000000000e+03 2.688084054003014423e+00 1.903803019434164278e+06
2.110000000000000000e+03 3.109921243692348014e+00 2.204652835407925770e+06
2.111000000000000000e+03 3.567985856099661124e+00 2.531776724491161294e+06
2.112000000000000000e+03 4.063302506026363226e+00 2.885975889906266704e+06
2.113000000000000000e+03 4.596889992003243108e+00 3.268050225702587981e+06
2.114000000000000000e+03 5.169760631115641658e+00 3.678797827110910323e+06
2.115000000000000000e+03 5.782919598041790898e+00 4.119014501184220891e+06
2.116000000000000000e+03 6.437364268626263097e+00 4.589493277969698422e+06
2.117000000000000000e+03 7.134083568316277990e+00 5.091023922462781891e+06
2.118000000000000000e+03 7.874057325767537918e+00 5.624392447580939159e+06
2.119000000000000000e+03 8.658255631943085007e+00 6.190380628408478573e+06
2.120000000000000000e+03 9.487638205004866876e+00 6.789765517948480323e+06
2.121000000000000000e+03 1.036315376131389598e+01 7.423318964631250128e+06
2.122000000000000000e+03 1.128573939283423577e+01 8.091807131815571338e+06
2.123000000000000000e+03 1.225631995123653795e+01 8.795990019521100447e+06
2.124000000000000000e+03 1.327580743900581872e+01 9.536620988638322800e+06
2.125000000000000000e+03 1.434510040782761742e+01 1.031444628784221224e+07
2.126000000000000000e+03 1.546508336454986221e+01 1.113020458345402405e+07
2.127000000000000000e+03 1.663662618499294865e+01 1.198462649247934483e+07
2.128000000000000000e+03 1.786058353588692427e+01 1.287843411905682646e+07
2.129000000000000000e+03 1.913779430520462199e+01 1.381234059454618953e+07
2.130000000000000000e+03 2.046908104115703253e+01 1.478704962148388475e+07
2.131000000000000000e+03 2.185524940011354644e+01 1.580325502163366787e+07
2.132000000000000000e+03 2.329708760369310738e+01 1.686164028834874928e+07
2.133000000000000000e+03 2.479536590529460938e+01 1.796287814347985014e+07
2.134000000000000000e+03 2.635083606628929687e+01 1.910763009903195500e+07
2.135000000000000000e+03 2.796423084212915811e+01 2.029654602379645407e+07
2.136000000000000000e+03 2.963626347860562760e+01 2.153026371517264843e+07
2.137000000000000000e+03 3.136762721847139090e+01 2.280940847637823597e+07
2.138000000000000000e+03 3.315899481866919984e+01 2.413459269927227497e+07
2.139000000000000000e+03 3.501101807836023738e+01 2.550641545297817886e+07
2.140000000000000000e+03 3.692432737798964837e+01 2.692546207852832600e+07
2.141000000000000000e+03 3.889953122956512033e+01 2.839230378970801458e+07
2.142000000000000000e+03 4.093721583836632760e+01 2.990749728030852601e+07
2.143000000000000000e+03 4.303794467627762543e+01 3.147158433798137680e+07
2.144000000000000000e+03 4.520225806691124859e+01 3.308509146486886963e+07
2.145000000000000000e+03 4.743067278272390297e+01 3.474852950521308184e+07
2.146000000000000000e+03 4.972368165428405717e+01 3.646239328011319786e+07
2.147000000000000000e+03 5.208175319186770480e+01 3.822716122961705923e+07
2.148000000000000000e+03 5.450533121952622650e+01 4.004329506230895221e+07
2.149000000000000000e+03 5.699483452180508181e+01 4.191123941258214414e+07
2.150000000000000000e+03 5.955065650324088011e+01 4.383142150574827939e+07
2.151000000000000000e+03 6.217316486077484683e+01 4.580425083114417642e+07
2.152000000000000000e+03 6.486270126924458168e+01 4.783011882341502607e+07
2.153000000000000000e+03 6.761958108004101575e+01 4.990939855209878087e+07
2.154000000000000000e+03 7.044409303308540871e+01 5.204244441968709230e+07
2.155000000000000000e+03 7.333649898222100205e+01 5.422959186829481274e+07
2.156000000000000000e+03 7.629703363413241846e+01 5.647115709508427233e+07
2.157000000000000000e+03 7.932590430089197753e+01 5.876743677658081055e+07
2.158000000000000000e+03 8.242329066622370703e+01 6.111870780201094598e+07
2.159000000000000000e+03 8.558934456558077386e+01 6.352522701579836011e+07
2.160000000000000000e+03 8.882418978009066279e+01 6.598723096932299435e+07
2.161000000000000000e+03 9.212792184448342425e+01 6.850493568209435046e+07
2.162000000000000000e+03 9.550060786901603649e+01 7.107853641241478920e+07
2.163000000000000000e+03 9.894228637550114058e+01 7.370820743767938018e+07
2.164000000000000000e+03 1.024529671474451646e+02 7.639410184438319504e+07
2.165000000000000000e+03 1.060326310943854224e+02 7.913635132796955109e+07
2.166000000000000000e+03 1.096812301304323967e+02 8.193506600259163976e+07
2.167000000000000000e+03 1.133986870670449747e+02 8.479033422087575495e+07
2.168000000000000000e+03 1.171848955201027849e+02 8.770222240380233526e+07
2.169000000000000000e+03 1.210397198312336826e+02 9.067077488074144721e+07
2.170000000000000000e+03 1.249629950034566974e+02 9.369601373975650966e+07
2.171000000000000000e+03 1.289545266511148327e+02 9.677793868822573125e+07
2.172000000000000000e+03 1.330140909641039570e+02 9.991652692385439575e+07
2.173000000000000000e+03 1.371414346863846561e+02 1.031117330161374658e+08
2.174000000000000000e+03 1.413362751087582865e+02 1.063634887983268946e+08
2.175000000000000000e+03 1.455983000758932349e+02 1.096717032699624598e+08
2.176000000000000000e+03 1.499271680075384268e+02 1.130362625099872649e+08
2.177000000000000000e+03 1.543225079339444790e+02 1.164570296005327255e+08
2.178000000000000000e+03 1.587839195453786374e+02 1.199338445613555908e+08
2.179000000000000000e+03 1.633109732557298059e+02 1.234665242949932218e+08
2.180000000000000000e+03 1.679032102801469932e+02 1.270548625426628739e+08
2.181000000000000000e+03 1.725601427266012422e+02 1.306986298508902937e+08
2.182000000000000000e+03 1.772812537013637382e+02 1.343975735489305258e+08
2.183000000000000000e+03 1.820659974282567930e+02 1.381514177369402051e+08
2.184000000000000000e+03 1.869137993816674452e+02 1.419598632849614024e+08
2.185000000000000000e+03 1.918240564331577502e+02 1.458225878426589072e+08
2.186000000000000000e+03 1.967961370116273656e+02 1.497392458598437309e+08
2.187000000000000000e+03 2.018293812769255169e+02 1.537094686177721620e+08
2.188000000000000000e+03 2.069231013067592357e+02 1.577328642711696625e+08
2.189000000000000000e+03 2.120765812968377304e+02 1.618090179010002315e+08
2.190000000000000000e+03 2.172890777740977057e+02 1.659374915779282749e+08
2.191000000000000000e+03 2.225598198229053253e+02 1.701178244364584982e+08
2.192000000000000000e+03 2.278880093240676672e+02 1.743495327596908510e+08
2.193000000000000000e+03 2.332728212065716207e+02 1.786321100746917129e+08
2.194000000000000000e+03 2.387134037118609058e+02 1.829650272583999634e+08
2.195000000000000000e+03 2.442088786704986489e+02 1.873477326540141702e+08
2.196000000000000000e+03 2.497583417911228594e+02 1.917796521978516579e+08
2.197000000000000000e+03 2.553608629614449796e+02 1.962601895565500259e+08
2.198000000000000000e+03 2.610154865612130948e+02 2.007887262746111453e+08
2.199000000000000000e+03 2.667212317868921332e+02 2.053646219321581721e+08
2.200000000000000000e+03 2.724770929879606456e+02 2.099872143128870726e+08
2.201000000000000000e+03 2.782820400145905069e+02 2.146558195820922852e+08
2.202000000000000000e+03 2.841350185765230663e+02 2.193697324746798575e+08
2.203000000000000000e+03 2.900349506130149848e+02 2.241282264931280017e+08
2.204000000000000000e+03 2.959807346735682927e+02 2.289305541152310073e+08
2.205000000000000000e+03 3.019712463093213728e+02 2.337759470115859210e+08
2.206000000000000000e+03 3.080053384748582062e+02 2.386636162726896703e+08
2.207000000000000000e+03 3.140818419402399968e+02 2.435927526455479264e+08
2.208000000000000000e+03 3.201995657130447626e+02 2.485625267796828449e+08
2.209000000000000000e+03 3.263572974701988869e+02 2.535720894824232757e+08
2.210000000000000000e+03 3.325538039993936081e+02 2.586205719833678007e+08
2.211000000000000000e+03 3.387878316498175764e+02 2.637070862078614533e+08
2.212000000000000000e+03 3.450581067920626310e+02 2.688307250594237447e+08
2.213000000000000000e+03 3.513633362868704353e+02 2.739905627109164596e+08
2.214000000000000000e+03 3.577022079625565425e+02 2.791856549043714404e+08
2.215000000000000000e+03 3.640733911008685482e+02 2.844150392593331337e+08
2.216000000000000000e+03 3.704755369309819457e+02 2.896777355895298719e+08
2.217000000000000000e+03 3.769072791314703181e+02 2.949727462277885675e+08
2.218000000000000000e+03 3.833672343399133524e+02 3.002990563589730263e+08
2.219000000000000000e+03 3.898540026699972145e+02 3.056556343608720303e+08
2.220000000000000000e+03 3.963661682357388258e+02 3.110414321527888179e+08
2.221000000000000000e+03 4.029022996826746521e+02 3.164553855517457128e+08
2.222000000000000000e+03 4.094609507257009113e+02 3.218964146360956430e+08
2.223000000000000000e+03 4.160406606933242983e+02 3.273634241163869500e+08
2.224000000000000000e+03 4.226399550780585059e+02 3.328553037133094668e+08
2.225000000000000000e+03 4.292573460926963094e+02 3.383709285425416231e+08
2.226000000000000000e+03 4.358913332322100018e+02 3.439091595063375831e+08
2.227000000000000000e+03 4.425404038409587315e+02 3.494688436916317344e+08
2.228000000000000000e+03 4.492030336850272647e+02 3.550488147745512128e+08
2.229000000000000000e+03 4.558776875293156081e+02 3.606478934310660362e+08
2.230000000000000000e+03 4.625628197191744562e+02 3.662648877536408305e+08
2.231000000000000000e+03 4.692568747663231647e+02 3.718985936737066507e+08
2.232000000000000000e+03 4.759582879386983905e+02 3.775477953896983862e+08
2.233000000000000000e+03 4.826654858540417194e+02 3.832112658005291820e+08
2.234000000000000000e+03 4.893768870768967076e+02 3.888877669442633390e+08
2.235000000000000000e+03 4.960909027187672677e+02 3.945760504418097734e+08
2.236000000000000000e+03 5.028059370411098143e+02 4.002748579453966618e+08
2.237000000000000000e+03 5.095203880609587372e+02 4.059829215916842222e+08
2.238000000000000000e+03 5.162326481588370370e+02 4.116989644592562914e+08
2.239000000000000000e+03 5.229411046886762051e+02 4.174217010302853584e+08
2.240000000000000000e+03 5.296441405895358230e+02 4.231498376562179327e+08
2.241000000000000000e+03 5.363401349987353797e+02 4.288820730271826386e+08
2.242000000000000000e+03 5.430274638662232292e+02 4.346170986449939013e+08
2.243000000000000000e+03 5.497045005698075784e+02 4.403535992994590402e+08
2.244000000000000000e+03 5.563696165310614106e+02 4.460902535478472710e+08
2.245000000000000000e+03 5.630211818315614209e+02 4.518257341972559094e+08
2.246000000000000000e+03 5.696575658291758373e+02 4.575587087896485925e+08
2.247000000000000000e+03 5.762771377742026289e+02 4.632878400894133449e+08
2.248000000000000000e+03 5.828782674249740694e+02 4.690117865731314421e+08
2.249000000000000000e+03 5.894593256627401843e+02 4.747292029214102626e+08
2.250000000000000000e+03 5.960186851055145780e+02 4.804387405125237107e+08
2.251000000000000000e+03 6.025547207206175244e+02 4.861390479176468849e+08
2.252000000000000000e+03 6.090658104356490412e+02 4.918287713974645138e+08
2.253000000000000000e+03 6.155503357476206929e+02 4.975065553999326825e+08
2.254000000000000000e+03 6.220066823299891894e+02 5.031710430589782000e+08
2.255000000000000000e+03 6.284332406372806190e+02 5.088208766938803196e+08
2.256000000000000000e+03 6.348284065071344457e+02 5.144546983091846108e+08
2.257000000000000000e+03 6.411905817593869870e+02 5.200711500948346257e+08
2.258000000000000000e+03 6.475181747920242969e+02 5.256688749263718128e+08
2.259000000000000000e+03 6.538096011737325171e+02 5.312465168649687171e+08
2.260000000000000000e+03 6.600632842327314620e+02 5.368027216570301652e+08
2.261000000000000000e+03 6.662776556417310303e+02 5.423361372332149744e+08
2.262000000000000000e+03 6.724511559986625571e+02 5.478454142065787315e+08
2.263000000000000000e+03 6.785822354030447059e+02 5.533292063697082996e+08
2.264000000000000000e+03 6.846693540276262411e+02 5.587861711905349493e+08
2.265000000000000000e+03 6.907109826851504977e+02 5.642149703066815138e+08
2.266000000000000000e+03 6.967056033899815475e+02 5.696142700181093216e+08
2.267000000000000000e+03 7.026517099143154610e+02 5.749827417778161764e+08
2.268000000000000000e+03 7.085478083388036339e+02 5.803190626804209948e+08
2.269000000000000000e+03 7.143924175973199908e+02 5.856219159483902454e+08
2.270000000000000000e+03 7.201840700156749335e+02 5.908899914157172441e+08
2.271000000000000000e+03 7.259213118440046628e+02 5.961219860088073015e+08
